iter	MultiClass
204	0.06145925859
205	0.0609752544
206	0.06042020078
207	0.0600958656
208	0.05977436168
209	0.05935738781
210	0.05908250294
211	0.05886823682
212	0.05854713638
213	0.05830819352
214	0.05795313139
215	0.05751732511
216	0.05718831146
217	0.05680338833
218	0.05658401133
219	0.05643110551
220	0.05598760769
221	0.05569526122
222	0.05536528602
223	0.05496644384
224	0.05479517934
225	0.05454675739
226	0.05426069535
227	0.05403697816
228	0.05376802814
229	0.05351637101
230	0.05333992493
231	0.05297707334
232	0.05275472611
233	0.0526789744
234	0.05243386135
235	0.05219572469
236	0.05191396284
237	0.05160929931
238	0.05141916005
239	0.0511244393
240	0.05088074496
241	0.05061352644
242	0.05045085456
243	0.05015588579
244	0.04978283322
245	0.04938938502
246	0.04924239235
247	0.04902093485
248	0.04878590701
249	0.0485760326
250	0.04832625333
251	0.0480238556
252	0.04783858153
253	0.04753150771
254	0.04724524487
255	0.04714066885
256	0.04683792085
257	0.04657982943
258	0.04625881478
259	0.04603996273
260	0.04582010223
261	0.04570884599
262	0.04547054586
263	0.04519617405
264	0.04490744745
265	0.04476486604
266	0.04454119771
267	0.0443417678
268	0.04411227799
269	0.0439023379
270	0.04365033473
271	0.0433845894
272	0.04323678552
273	0.04299471945
274	0.04272352482
275	0.04250229273
276	0.04228369444
277	0.04218495922
278	0.04195186915
279	0.0418004964
280	0.04170878586
281	0.04153135836
282	0.04135953063
283	0.04122483489
284	0.04106037072
285	0.04087504505
286	0.04064032469
287	0.04048363464
288	0.04028425103
289	0.04010435872
290	0.03992607831
291	0.0397806756
292	0.03957421282
293	0.03940866561
294	0.03928485792
295	0.03917316724
296	0.03903529098
297	0.03884321001
298	0.0386299024
299	0.03846402198
300	0.0383219629
301	0.03818916032
302	0.03800640975
303	0.03786832863
304	0.03770966156
305	0.03751075206
306	0.03730174143
307	0.03722356315
308	0.03706568004
309	0.03691621724
310	0.03674171335
311	0.03658260404
312	0.03640008612
313	0.03626516472
314	0.03609715282
315	0.03594585584
316	0.03581441188
317	0.03571545429
318	0.03557815716
319	0.0354636643
320	0.03538410513
321	0.03523254374
322	0.03512771141
323	0.03498382327
324	0.03487329138
325	0.03475331098
326	0.03465902931
327	0.03454705706
328	0.03442456626
329	0.03429909663
330	0.03418655153
331	0.0340121037
332	0.03390475416
333	0.03372732439
334	0.03356728598
335	0.0334528674
336	0.03333567579
337	0.03322562612
338	0.03307563022
339	0.03289588683
340	0.03280172572
341	0.03273110374
342	0.03264652378
343	0.03253436288
344	0.0324361191
345	0.03233108195
346	0.03225574533
347	0.03215403469
348	0.03203424888
349	0.03188922735
350	0.03178527472
351	0.03174625331
352	0.03156911507
353	0.0315184804
354	0.031427698
355	0.03132692336
356	0.03122430361
357	0.03109328298
358	0.03094529245
359	0.03081676133
360	0.03069681691
361	0.03060255299
362	0.03052283129
363	0.03043348162
364	0.03031826274
365	0.03019187028
366	0.0300873367
367	0.03000917893
368	0.02989669586
369	0.02978975529
370	0.02967381037
371	0.02962124135
372	0.02955157014
373	0.02941984149
374	0.0293223734
375	0.02921825285
376	0.02910182108
377	0.02898998764
378	0.02888940661
379	0.02879521061
380	0.02869311368
381	0.02864028315
382	0.02854312458
383	0.02845611234
384	0.02842093292
385	0.02832842512
386	0.02820409769
387	0.02811837746
388	0.02798967369
389	0.0278155537
390	0.02773282676
391	0.0276430415
392	0.02756023079
393	0.02748801096
394	0.02738884046
395	0.02731512439
396	0.02721940884
397	0.02715924401
398	0.02713609343
399	0.02704535478
400	0.02697989471
401	0.02693933767
402	0.02684611556
403	0.0267777742
404	0.0266872489
405	0.02660921222
406	0.02652761423
407	0.02647196172
408	0.02636349496
409	0.02631550322
410	0.02622217006
411	0.02612490376
412	0.02606379379
413	0.02595843682
414	0.02590776617
415	0.02578736675
416	0.02569880895
417	0.02561261166
418	0.02555151172
419	0.02545412402
420	0.02538788969
421	0.02534945078
422	0.02528542187
423	0.02518760351
424	0.0251132689
425	0.02506553141
426	0.02503140276
427	0.02496896319
428	0.02489323939
429	0.0248280581
430	0.02476335884
431	0.02471379621
432	0.02465254672
433	0.02457894014
434	0.02449894226
435	0.02442720585
436	0.02436477937
437	0.02427666313
438	0.0242037502
439	0.02415482097
440	0.02407055899
441	0.02400357798
442	0.0239438198
443	0.02388782604
444	0.0238059852
445	0.02372913555
446	0.02365152893
447	0.02356517291
448	0.02352896373
449	0.02344795828
450	0.02337801129
451	0.02331151793
452	0.02322805703
453	0.02318045071
454	0.0230909309
455	0.02301689696
456	0.02294059296
457	0.02284042343
458	0.02277858805
459	0.02273043812
460	0.02264134073
461	0.02261989562
462	0.02257084506
463	0.02251471131
464	0.02246161415
465	0.02241461367
466	0.02236930039
467	0.02227561639
468	0.02220233721
469	0.02213261356
470	0.02209315461
471	0.0220246462
472	0.02199900459
473	0.02194007096
474	0.02189367382
475	0.0218479144
476	0.0217568211
477	0.02169182751
478	0.02162473337
479	0.02158278395
480	0.02152726014
481	0.02146533913
482	0.02139088724
483	0.02132140058
484	0.02123443606
485	0.02116879685
486	0.02111832247
487	0.021076866
488	0.02102614053
489	0.02098504552
490	0.02093857539
491	0.02087846639
492	0.02082881853
493	0.02077727384
494	0.02071483664
495	0.02066807124
496	0.02061932342
497	0.0206161712
498	0.02055218047
499	0.02048960822
500	0.02043085137
501	0.02038324812
502	0.020324512
503	0.02025472202
504	0.02020974566
505	0.02012641127
506	0.02008157233
507	0.02002643042
508	0.01993207792
509	0.01990487925
510	0.01983935769
511	0.01978641719
512	0.01972478065
513	0.01968661064
514	0.01963621656
515	0.01959260154
516	0.01954245931
517	0.01949495216
518	0.01943605956
519	0.01940418762
520	0.01936107773
521	0.01933354234
522	0.01929544091
523	0.01924952482
524	0.01919382851
525	0.01915605194
526	0.01911314891
527	0.01906538218
528	0.01901059402
529	0.01897240175
530	0.01890801355
531	0.01887512325
532	0.01883227661
533	0.01880920332
534	0.01874784756
535	0.01870955506
536	0.01867353063
537	0.01865190605
538	0.01860381037
539	0.01855564851
540	0.01851358714
541	0.0184636083
542	0.01844461174
543	0.01838833342
544	0.01836122545
545	0.01831405214
546	0.01826646023
547	0.01822211631
548	0.01819585571
549	0.01814114323
550	0.01809540515
551	0.01805728397
552	0.01802603372
553	0.01799465171
554	0.01794155225
555	0.01790173458
556	0.01786477734
557	0.01782341665
558	0.01778789758
559	0.01772985886
560	0.01769828979
561	0.01765719971
562	0.0176306047
563	0.01758098335
564	0.01753971293
565	0.01750755029
566	0.01747979938
567	0.01743275712
568	0.01738143572
569	0.01734370022
570	0.01730457396
571	0.01725986731
572	0.01723588327
573	0.01719207628
574	0.01714786237
575	0.01711968482
576	0.01708788251
577	0.01702912346
578	0.01696733828
579	0.01694079107
580	0.01689034033
581	0.01685303498
582	0.01682533522
583	0.01679922142
584	0.01676723551
585	0.01673030589
586	0.01670137971
587	0.01664490104
588	0.01660354067
589	0.01657786897
590	0.01654795207
591	0.01651235907
592	0.01647536086
593	0.01643865668
594	0.01640454395
595	0.01636935185
596	0.01633432783
597	0.01629656833
598	0.0162502621
599	0.0162157279
600	0.01618583399
601	0.01614907
602	0.01611745423
603	0.01604650333
604	0.01602535709
605	0.01599573756
606	0.01597279201
607	0.0159532385
608	0.01592625446
609	0.01589144716
610	0.01587932827
611	0.01584388221
612	0.01580662382
613	0.01577791513
614	0.01573517317
615	0.01570873759
616	0.01568592457
617	0.01565107023
618	0.0156228632
619	0.01559967595
620	0.01553927741
621	0.01551157666
622	0.01548662139
623	0.01545707068
624	0.01542969254
625	0.01539282743
626	0.01539064569
627	0.01536172589
628	0.01533918749
629	0.0153211862
630	0.01530622258
631	0.01526929484
632	0.01524174129
633	0.01523298609
634	0.01520631346
635	0.01518211699
636	0.01514987675
637	0.0151098568
638	0.01508403327
639	0.01504768996
640	0.01502171202
641	0.01499538712
642	0.01496922546
643	0.01494339668
644	0.01488991827
645	0.01486150714
646	0.01482332558
647	0.014787114
648	0.01476840253
649	0.01474529685
650	0.01470976317
651	0.01469298506
652	0.01467012604
653	0.01465853575
654	0.01462834762
655	0.01459339583
656	0.01457574568
657	0.014544309
658	0.01452521019
659	0.01449788827
660	0.01447340153
661	0.01444477085
662	0.0144287758
663	0.0144010322
664	0.0143587461
665	0.01433275297
666	0.01429496416
667	0.01428739787
668	0.01426057134
669	0.01425871218
670	0.01424143266
671	0.01423908213
672	0.014215464
673	0.01418347493
674	0.01416355793
675	0.01413988174
676	0.01411191852
677	0.01408342406
678	0.01404546326
679	0.01401589809
680	0.01399859961
681	0.01397084608
682	0.01394564448
683	0.01391202229
684	0.01388562969
685	0.01385867686
686	0.01384121962
687	0.01380412093
688	0.01378426905
689	0.01375811046
690	0.01372622407
691	0.01370860214
692	0.01369240756
693	0.01367838831
694	0.01365181267
695	0.01363782512
696	0.01361593435
697	0.0135949303
698	0.01355191526
699	0.01351382767
700	0.0134867741
701	0.01345112705
702	0.01341274562
703	0.0133881831
704	0.01336889848
705	0.01333878696
706	0.01330717092
707	0.01328592467
708	0.01326303299
709	0.01324742426
710	0.01322825562
711	0.01320495114
712	0.01316994426
713	0.01315107632
714	0.01312107759
715	0.01310249564
716	0.01307355089
717	0.01305262061
718	0.01303094847
719	0.01301197805
720	0.01297269343
721	0.01295554572
722	0.0129338685
723	0.01291387349
724	0.01289161052
725	0.01286835515
726	0.01284564442
727	0.0128181529
728	0.01280067035
729	0.0127817528
730	0.01276697959
731	0.01274898853
732	0.01271820962
733	0.01269936886
734	0.0126901035
735	0.01266836927
736	0.01264111795
737	0.01262159196
738	0.01260691313
739	0.01259282884
740	0.01256025059
741	0.01254043056
742	0.01251718201
743	0.0124997148
744	0.01246930112
745	0.01243920584
746	0.01242056091
747	0.01240055463
748	0.01237028408
749	0.01234866104
750	0.0123144096
751	0.01229275311
752	0.01226238724
753	0.0122398035
754	0.01222817969
755	0.01221228835
756	0.01219534826
757	0.01217749148
758	0.0121551909
759	0.01212332555
760	0.01210285206
761	0.0120828886
762	0.01206233908
763	0.01204905252
764	0.01202877298
765	0.01200841632
766	0.01198854621
767	0.01195966421
768	0.01194635105
769	0.01192672299
770	0.01191096954
771	0.01189533273
772	0.01187281381
773	0.01185423933
774	0.01183407577
775	0.01181246172
776	0.01179296466
777	0.01177499319
778	0.01174422097
779	0.01172603094
780	0.0117134028
781	0.01168487775
782	0.01166631332
783	0.01164495192
784	0.01163255699
785	0.01161236964
786	0.01159474681
787	0.01157190312
788	0.01155038128
789	0.01153203872
790	0.01151883309
791	0.01150973959
792	0.01148814068
793	0.01147579537
794	0.01146201561
795	0.01144481319
796	0.01141422473
797	0.01140009506
798	0.01138326545
799	0.01135452688
800	0.01134071503
801	0.01132509038
802	0.01130952706
803	0.01129005531
804	0.01127313416
805	0.01126126798
806	0.01124128056
807	0.01122892008
808	0.01121388144
809	0.0111873153
810	0.01117144525
811	0.01115162546
812	0.01114124341
813	0.01113177074
814	0.01111032259
815	0.01109556527
816	0.0110806885
817	0.01106102331
818	0.01104367317
819	0.01103222776
820	0.01101472055
821	0.01099570811
822	0.01098204104
823	0.0109680797
824	0.01095239531
825	0.01093899701
826	0.01092836837
827	0.01090818283
828	0.0108912774
829	0.01087163357
830	0.01084793844
831	0.01082798612
832	0.01081213402
833	0.01079589137
834	0.01077516076
835	0.01076767869
836	0.01075199825
837	0.01072809211
838	0.01071229499
839	0.0106950432
840	0.01068601602
841	0.01067815312
842	0.01065770007
843	0.01064584315
844	0.01063187924
845	0.01062072098
846	0.0106083006
847	0.01059021206
848	0.01057984028
849	0.0105598138
850	0.01054176156
851	0.01052841155
852	0.01051165554
853	0.01049706902
854	0.01048507775
855	0.01047220178
856	0.01045928321
857	0.01044295251
858	0.01041996142
859	0.0104039433
860	0.01038685551
861	0.01037912182
862	0.01037165621
863	0.01036243044
864	0.01034925169
865	0.01033077786
866	0.01031666858
867	0.0103047195
868	0.01028770145
869	0.01026608845
870	0.01025310828
871	0.0102420958
872	0.01022921412
873	0.01021526467
874	0.01020300844
875	0.01018829898
876	0.01016931108
877	0.01015565257
878	0.01014018923
879	0.01013179934
880	0.01012308167
881	0.01011069275
882	0.01009597732
883	0.01008270687
884	0.01007049246
885	0.01005828151
886	0.0100439603
887	0.01003539444
888	0.01001620373
889	0.009999495437
890	0.009985315403
891	0.009977912337
892	0.009963653138
893	0.009948094022
894	0.009937395081
895	0.009913310578
896	0.009896054955
897	0.009884718243
898	0.009868999208
899	0.009856111399
900	0.009842342532
901	0.009823102001
902	0.009808590308
903	0.00979621596
904	0.009787262166
905	0.009778505186
906	0.009761540419
907	0.009748569654
908	0.009737980651
909	0.009725757631
910	0.009713302007
911	0.009703136149
912	0.009683437686
913	0.009672135783
914	0.009656304254
915	0.009632231341
916	0.009621220767
917	0.009606757538
918	0.009598500246
919	0.009571553177
920	0.009560633971
921	0.009547564739
922	0.009528790567
923	0.009515606534
924	0.009501939076
925	0.009483931927
926	0.009468721245
927	0.009454612638
928	0.009448405003
929	0.009434860965
930	0.009422843518
931	0.009411942371
932	0.009398135708
933	0.009378590739
934	0.009370571399
935	0.009362691883
936	0.009353260616
937	0.009342303821
938	0.009315570552
939	0.009306909637
940	0.009292793181
941	0.009281841612
942	0.009267569297
943	0.009254630177
944	0.009242765841
945	0.009230199444
946	0.009212783308
947	0.009199960847
948	0.009186664205
949	0.009175626785
950	0.009155339394
951	0.009139795379
952	0.009127448722
953	0.009109743889
954	0.00910246523
955	0.009091178076
956	0.009081221312
957	0.009070396564
958	0.009058839076
959	0.009048382091
960	0.009039509576
961	0.009028819778
962	0.009006838777
963	0.008995671463
964	0.008982968701
965	0.008971861613
966	0.008958458914
967	0.008948068601
968	0.008934384864
969	0.008921754438
970	0.008915517199
971	0.008900361092
972	0.008889195818
973	0.00887534983
974	0.008864794195
975	0.008858408353
976	0.008846789067
977	0.008836003886
978	0.008822569468
979	0.008806784037
980	0.008793552332
981	0.008784729168
982	0.008772655802
983	0.008763525415
984	0.008752906416
985	0.008736466445
986	0.00872749914
987	0.008713067117
988	0.008701767839
989	0.008687887738
990	0.008678383087
991	0.008665387508
992	0.008656435392
993	0.00864152737
994	0.00863141432
995	0.00861771563
996	0.008610220522
997	0.008598963679
998	0.008585467402
999	0.008579830098
